,respondentname,hmda_id,advertiser,advertiser_id,score
3757,LONG ISLAND COMMERCIAL BANK,30000-0000032749,,,
3758,LINN-BENTON BANK,30000-0000032761,,,
3759,EASTERN BANK,30000-0000032773,Eastern Bank,1290,100
3760,BANK OF MARIN,30000-0000032779,Bank Of Marion,17774,93.48188709
3761,INTER BANK,30000-0000032780,,,
3762,PRIME BANK,30000-0000032836,,,
3764,BRIDGE VIEW BANK,30000-0000032869,,,
3765,COUNTY FIRST BANK,30000-0000032904,County First Bank,112709,100
3766,NASHOBA BANK,30000-0000032905,,,
3767,THE MORRIS PLAN COMPANY,30000-0000032907,,,
3768,WASHINGTON FIRST INT'L BANK,30000-0000032955,,,
3769,HARRIS BANK LIBERTYVILLE,30000-0000032959,,,
3771,GULF COAST BANK & TRUST CO INC,30000-0000032974,Gulf Coast Bank & Trust Co,1818,93.77986502
3772,MORGAN STANLEY DEAN WITTER BK,30000-0000032992,,,
3773,FIRST COLLINSVILLE BANK,30000-0000033005,,,
3775,FIRST PEOPLES BANK,30000-0000033010,,,
3777,THE BANK OF KENTUCKY INC,30000-0000033022,,,
3778,REDLANDS CENTENNIAL BANK,30000-0000033025,,,
3780,HANCOCK BANK OF LOUISIANA,30000-0000033029,,,
3781,FIRST CITIZENS BANK OF GEORGIA,30000-0000033074,,,
3782,THE PENNSYLVANIA CAPITAL BANK,30000-0000033117,,,
3783,"HERITAGE BANK, INC",30000-0000033119,Heritage Bank Of NV,74666,90.1048783
3784,PARAGON BANK AND TRUST,30000-0000033126,,,
3785,ANN ARBOR COMMERCE BANK,30000-0000033134,,,
3786,COMMUNITY BANK OF GRAFTON,30000-0000033137,Community Bank Of Trenton,112602,86.43354352
3788,SKYLANDS COMMUNITY BANK,30000-0000033141,,,
3789,INTERBANK OF NEW YORK,30000-0000033142,,,
3790,SOUND BANKING COMPANY,30000-0000033183,,,
3791,CHOHUNG BANK OF NEW YORK,30000-0000033188,,,
3792,FIDELITY BANK OF FLORIDA,30000-0000033198,,,
3794,PREMIER BANK ROCHESTER,30000-0000033202,Premier Bank Rochester,178604,100
3795,PREMIER BANK METRO SOUTH,30000-0000033204,,,
3796,NORTHRIM BANK,30000-0000033216,Northrim Bank,95095,100
3797,HEIGHTS STATE BANK,30000-0000033218,,,
3798,BUTTE COMMUNITY BANK,30000-0000033219,,,
3799,WEST POINTE BANK AND TRUST CO.,30000-0000033222,,,
3800,COMMONWEALTH BANK & TRUST CO,30000-0000033243,Commonwealth Bank & Trust,36096,100
3801,PRIVATEBANK & TRUST COMPANY,30000-0000033306,,,
3802,VALLEY BANK MINNESOTA,30000-0000033311,,,
3803,BANK OF SALEM,30000-0000033313,,,
3804,STOCKMANS BANK,30000-0000033339,Stockmens Bank,8423,90.89355973
3805,FIRST CONTINENTAL BANK,30000-0000033340,,,
3807,FIRST BANK AND TRUST,30000-0000033405,First Bank & Trust,1513,87.20135014
3808,COSMOPOLITAN BANK AND TRUST,30000-0000033406,,,
3812,MONONA STATE BANK,30000-0000033458,Monona State Bank,94786,100
3814,ALLIANCE BANKING COMPANY,30000-0000033468,,,
3815,FIRST WESTERN BANK & TRUST,30000-0000033472,,,
3816,COMMUNITY BANK OF GEORGIA,30000-0000033474,,,
3817,PARK MERIDIAN BANK,30000-0000033480,Prime Meridian Bank,98886,81.35509724
3818,CRESCENT BANK & TRUST,30000-0000033492,,,
3819,TAMALPAIS BANK,30000-0000033493,Tamalpais Bank,8524,100
3820,UNITY BANK,30000-0000033503,,,
3821,MOHAVE STATE BANK,30000-0000033508,Mohave State Bank,149403,100
3822,EAST BOSTON SAVINGS BANK,30000-0000033510,,,
3824,FIRST TUSKEGEE BANK,30000-0000033519,,,
3825,MAINE BANK & TRUST,30000-0000033525,Onebanc Mortgage,105126,80.88586145
3826,BANK OF NORTH CAROLINA,30000-0000033527,,,
3827,FOUNDERS TRUST PERSONAL BANK,30000-0000033533,,,
3828,ADVANTA BANK CORP.,30000-0000033535,Advanta,141,86.47744119
3830,SOMERSET VALLEY BANK,30000-0000033540,,,
3831,PEOPLES BANK OF NORTHERN KENTU,30000-0000033541,,,
3832,WESTERN COMMUNITY BANK,30000-0000033542,,,
3833,HAWTHORN BANK,30000-0000033566,,,
3834,COMMUNITY BANK OF NORTHERN VIR,30000-0000033583,,,
3835,VIKING COMMUNITY BANK,30000-0000033618,,,
3836,SARASOTA BANK,30000-0000033644,,,
3837,LEE BANK,30000-0000033645,Lee Bank,84643,100
3838,INDUSTRIAL BK OF KOREA,30000-0000033649,,,
3839,INTERNATIONAL BANK OF CHICAGO,30000-0000033708,Intl Bank Of Chicago,184167,100
3840,CITIZENS COMMUNITY BANK,30000-0000033753,,,
3841,US TRUST NJ,30000-0000033757,,,
3844,ISSAQUAH BANK,30000-0000033783,,,
3846,FIRST COMMUNITY BANK OF EAST T,30000-0000033794,,,
3847,FIRSTBANK OF NORTHERN COLORADO,30000-0000033799,,,
3848,NORTHVIEW BANK & TRUST,30000-0000033803,,,
3849,US TRUST CT,30000-0000033822,,,
3850,ASIAN AMERICAN BANK & TRUST CO,30000-0000033825,,,
3851,COLUMBIA STATE BANK,30000-0000033826,,,
3853,THE BANK - OLDHAM COUNTY,30000-0000033829,,,
3856,IDAHO INDEPENDENT BANK,30000-0000033845,,,
3857,CITIZENS BANK OF CAMPBELL CO,30000-0000033846,,,
3861,CHRISTIANA BANK & TRUST,30000-0000033875,,,
3862,COMMUNITY BANK OF DEARBORN,30000-0000033883,,,
3863,BANKWEST OF NEVADA,30000-0000033897,,,
3864,CAPITAL BANK & TRUST COMPANY,30000-0000033902,Central B&T,869,83.87711594
3865,PEOPLES TRUST BANK COMPANY,30000-0000033916,Peoples Trust Co,166480,87.43313709
3866,CAPITOL CITY BANK & TRUST CO,30000-0000033938,Capitol City Bank & Trust,82572,100
3867,COMMUNITY BANK WHEATON/GLEN EL,30000-0000033953,,,
3871,MIDDLETON COMMUNITY BANK,30000-0000033978,Middleton Community Bank,173106,100
3872,FIRST NORTHWEST BANK,30000-0000033982,1st Southwest Bank,103136,88.84876653
3874,AMERICAN COMMUNITY BANK,30000-0000033994,,,
3875,WESTSIDE COMMUNITY BANK,30000-0000033997,West MI Community Bank,44105,83.8979526
3876,SIMSBURY BANK & TRUST COMPANY,30000-0000033999,Salisbury Bank & Trust Co,16470,90.28099014
3877,VALLEY COMMERCE BANK,30000-0000034002,,,
3878,GRAND HAVEN BANK,30000-0000034008,,,
3879,VILLAGE BANK & TRUST ARLINGTON,30000-0000034011,,,
3882,OHIO RIVER BANK,30000-0000034017,,,
3883,TNBANK,30000-0000034023,Tnbank,53137,100
3884,GREATBANK ALGONQUIN,30000-0000034027,,,
3885,PARK RIDGE COMMUNITY BANK,30000-0000034038,,,
3886,FIRST GASTON BANK OF NC,30000-0000034041,,,
3887,FIRSTSERVICE BANK,30000-0000034042,First Service Bank,1599,95.67614167
3888,BAY BANK,30000-0000034052,Bay Bank Of Commerce,549,100
3889,FARMERS STATE BANK OF NEBRASKA,30000-0000034053,,,
3890,TRUST ONE BANK,30000-0000034059,,,
3891,HERITAGE BANK OF NEVADA,30000-0000034072,Heritage Bank Of NV,74666,86.65873816
3892,CAPITOL BANK,30000-0000034074,Capitol Bank,134739,100
3893,RIVERSIDE COMMUNITY BANK,30000-0000034076,,,
3894,CATAWBA VALLEY BANK,30000-0000034083,,,
3896,JAMESTOWN SAVINGS BANK,30000-0000034088,Newtown Savings Bank,2793,81.3026511
3897,PACIFIC GLOBAL BANK,30000-0000034089,,,
3898,AMERICAN ENTERPRISE BANK,30000-0000034090,American Enterprise Bank,220,100
3899,COMMUNITY BANK OF MANATEE,30000-0000034092,,,
3901,ASIA EUROPE AMERICAS BANK,30000-0000034095,,,
3902,RIDGESTONE BANK,30000-0000034101,,,
3903,CAPITAL STATE BANK,30000-0000034102,,,
3906,ALBINA COMMUNITY BANK,30000-0000034106,,,
3907,FIRSTBANK OF COLORADO SPRINGS,30000-0000034107,,,
3908,HERITAGE BANK OF S. INDIANA,30000-0000034117,,,
3909,CONCORD BANK,30000-0000034119,,,
3910,BANK OF ANN ARBOR,30000-0000034120,Bank Of Ann Arbor,82149,100
3911,COAST COMMUNITY BANK,30000-0000034121,Coastal Community Bank,64230,92.97722516
3912,FIRST CAPITAL BANK OF KENTUCKY,30000-0000034125,,,
3913,SELECT BANK,30000-0000034127,,,
3914,STATE OF FRANKLIN SAVINGS BANK,30000-0000034137,State Of Franklin Savings Bank,80616,100
3915,CITIZENS COMMUNITY BANK OF FL,30000-0000034143,,,
3916,BANK RHODE ISLAND,30000-0000034147,,,
3917,ANDERSON BANK COMPANY,30000-0000034149,,,
3918,"TRADITIONAL BANK OF KENTUCKY,",30000-0000034151,,,
3919,"FIRST BANK, INC",30000-0000034153,First Bank Mortgage,1515,95.47607281
3920,BANK OF VISALIA,30000-0000034156,,,
3922,CAMBRIDGE BANK,30000-0000034161,,,
3923,WEST POINTE BANK,30000-0000034162,,,
3925,ROCK HILL BANK & TRUST,30000-0000034177,,,
3926,FOOTHILLS BANK,30000-0000034180,Foothills Bank & Trust,65099,80.43858072
3927,FIRST BANK OF MIAMI,30000-0000034182,,,
3928,WAUKEE STATE BANK,30000-0000034185,Waukesha State Bank,34736,86.5521455
3929,VALLEY COMMUNITY BANK,30000-0000034187,Valley Community Bank,8805,100
3930,BANK OF TUCSON,30000-0000034189,,,
3931,THE HOME BANK OF TENNESSEE,30000-0000034192,,,
3932,SILVER STATE BANK,30000-0000034194,,,
3937,FIRST CAPITAL BANK OF ARIZONA,30000-0000034218,1st Capital Bank,90747,82.3906583
3939,CITIZENS BANK OF FORSYTH CO,30000-0000034229,,,
3940,COMMUNITY BANK OF RAVENSWOOD,30000-0000034231,,,
3941,COMMUNITY CENTRAL BANK,30000-0000034234,Community Banks Of Central OH,73371,82.35642325
3942,GATEWAY BANK & TRUST,30000-0000034239,,,
3943,WOLF RIVER COMM SAVINGS BANK,30000-0000034240,,,
3944,FIRST SENTRY BANK,30000-0000034241,First NY Federal Credit Union,46080,83.48177629
3945,RUTHERFORD BANK AND TRUST,30000-0000034246,,,
3946,BANK OF THE NORTHWEST,30000-0000034247,Bank On Northwest LA,157700,82.85112007
3948,SHORE COMMUNITY BANK,30000-0000034253,,,
3949,"PLANTERS BANK, INC.",30000-0000034254,,,
3950,SOUTHWEST COMMUNITY BANK,30000-0000034255,Southwest Community Bank,8358,87.72127538
3951,COLUMBIA TRUST BANK,30000-0000034257,,,
3952,THE BANK BREVARD,30000-0000034258,,,
3953,MACOMB COMMUNITY BANK,30000-0000034262,DMB Community Bank,123781,82.5836866
3954,MIDDLESEX BANK & TRUST COMPANY,30000-0000034266,,,
3955,MESQUITE STATE BANK,30000-0000034274,,,
3956,OCEANSIDE BANK,30000-0000034284,,,
3957,COMMUNITY BANK OF NEW JERSEY,30000-0000034287,,,
3958,SOUTHPORT BANK,30000-0000034289,Southpoint Bank,62163,86.18923527
3960,SYRINGA BANK,30000-0000034296,,,
3961,PEOPLES BANK OF WEST GEORGIA,30000-0000034298,,,
3963,LOUISVILLE COMMUNITY DEVELOPME,30000-0000034308,Louisville Community Development Bank,56603,89.05124726
3964,RIVOLI BANK & TRUST CO,30000-0000034309,,,
3965,CENTRAL CALIFORNIA BANK,30000-0000034310,,,
3967,BRIGHTON COMMERCE BANK,30000-0000034314,,,
3968,SOUTHERN COMMUNITY BANK & TRUS,30000-0000034321,Southern Community Bank & Trust,8348,98.19273606
3969,ST. JOSEPH CAPITAL BANK,30000-0000034324,,,
3970,COMMUNITY BANK OF OAK PARK RIV,30000-0000034325,,,
3971,CACHE BANK AND TRUST,30000-0000034328,,,
3972,OUACHITA INDEPENDENT BANK,30000-0000034332,,,
3973,COMMUNITY FIRSTBANK OF CHAS,30000-0000034335,Community First Bank,1009,82.91901748
3974,NORTHERN TRUST BANK OF COLORAD,30000-0000034342,,,
3975,SUBURBAN COMMUNITY BANK,30000-0000034343,Suburban Community Bank,8435,100
3977,INVESTORSBANK,30000-0000034347,,,
3979,STATE BANK OF MOORHEAD,30000-0000034349,State Bank Of Medora,120875,83.99354327
3980,BANKDALLAS,30000-0000034365,,,
3982,KEYSTONE COMMUNITY BANK,30000-0000034387,,,
3983,ALLAIRE COMMUNITY BANK,30000-0000034388,,,
3984,GWINNETT BANKING COMPANY,30000-0000034389,,,
3985,HOMETOWN BANK OF VILLA RICA,30000-0000034391,,,
3986,DECATUR FIRST BANK,30000-0000034392,,,
3987,1ST EQUITY BANK,30000-0000034393,,,
3988,BANK OF BOLIVAR,30000-0000034397,,,
3989,COASTAL COMMUNITY BANK,30000-0000034403,Coastal Community Bank,64230,100
3991,SECURED TRUST BANK,30000-0000034412,,,
3992,UNITED HERITAGE BANK,30000-0000034417,,,
3993,BANK NORTHWEST,30000-0000034421,Bank On Northwest LA,157700,80.35230945
3994,CNLBANK,30000-0000034427,,,
3996,SOUTHERN MO BANK OF MFLD,30000-0000034445,Southern MO Bank Of Marshfield,143626,85.18128647
3997,FIRSTBANK OF EVERGREEN,30000-0000034447,,,
3999,MIDCAROLINA BANK,30000-0000034454,MidCarolina Bank,37974,100
4000,BANK OF JACKSON,30000-0000034457,Bank Of Jackson,82154,100
4002,COVENANT BANK,30000-0000034460,,,
4003,TWO RIVERS STATE BANK,30000-0000034468,Two Rivers Bank,80965,80.42960085
4004,HIGH STREET BANKING COMPANY,30000-0000034472,,,
4005,ENCINO STATE BANK,30000-0000034476,,,
4007,FIRST COMMERCIAL BANK (TAIWAN),30000-0000034496,First Commercial Bank,1527,85.30300097
4008,WELD COUNTY BANK,30000-0000034502,,,
4011,BANK OF ASHEVILLE,30000-0000034516,,,
4012,AMERICAN COMMUNITY BANK OF GA.,30000-0000034523,,,
4013,FIRST SECURITY BANK OF OWENSBO,30000-0000034524,1st Security Bank,44219,82.06936155
4015,"CONSECO BANK, INC.",30000-0000034536,,,
4017,BANK 1ST,30000-0000034554,Bankers First,528,81.14643084
4018,THE PEACHTREE BANK,30000-0000034559,,,
4019,PROGRESS BANK,30000-0000034560,Progressive Bank,16229,85.74834869
4020,"HERITAGE BANK OF ASHLAND, INC.",30000-0000034561,,,
4022,FIRST COMMUNITY BANK OF GA.,30000-0000034580,,,
4023,PHOENIX SAVINGS BANK,30000-0000034585,,,
4025,STAR BANK OF TEXAS,30000-0000034591,,,
4026,FIRST PIEDMONT BANK,30000-0000034594,,,
4027,FIRST SECURITY BANK OF LEXINGT,30000-0000034596,1st Security Bank,44219,80.78740843
4028,HEARTLAND COMMUNITY BANK,30000-0000034597,Heartland Community Bank,46481,100
4029,MERCANTILE BANK OF WEST MI,30000-0000034598,,,
4030,CITIZENS BANK OF EFFINGHAM,30000-0000034601,,,
4031,FIRST INTERNET BANK OF INDIANA,30000-0000034607,,,
4032,MUSKEGON COMMERCE BANK,30000-0000034608,,,
4033,KENT COMMERCE BANK,30000-0000034609,,,
4034,MONMOUTH COMMUNITY BANK,30000-0000034612,Monarch Community Bank,28688,82.50491465
4035,BUILDERS BANK,30000-0000034613,,,
4036,MACATAWA BANK,30000-0000034618,,,
4037,PLATINUM BANK,30000-0000034620,,,
4039,FIRSTBANK OF PARKER,30000-0000034628,,,
4040,BANK OF WILMINGTON,30000-0000034639,,,
4042,MODESTO COMMERCE BANK,30000-0000034651,Modesto Commerce Bank,75513,100
4043,THE TOWN BANK OF WESTFIELD,30000-0000034655,,,
4044,"SYNERGY BANK, S.S.B.",30000-0000034669,,,
4045,COQUINA BANK,30000-0000034675,,,
4046,COMMUNITY BANK OF MARION CNTY,30000-0000034683,,,
4048,"COMMUNITY BANK, DESOTO COUNTY",30000-0000034688,Community Bank Of Tri-County,73364,81.42474856
4049,FIRST BANK OF CENTRAL JERSEY,30000-0000034690,,,
4050,THE SCOTTISH BANK,30000-0000034700,,,
4051,CAMELBACK COMMUNITY BANK,30000-0000034707,Camelback Community Bank,783,95.21057338
4052,FARMERS BLDG. & SAVINGS BANK,30000-0000034711,Farmers Building & Savings Bank,36622,89.28109971
4053,"CIB BANK, ATTN: ERICA WILLIAMS",30000-0000034715,,,
4054,THE BANK OF THE SOMERSET HILLS,30000-0000034720,,,
4055,NEW MEXICO BANK & TRUST,30000-0000034726,,,
4057,HILLSBORO BANK,30000-0000034747,,,
4058,VILLAGE BANK AND TRUST,30000-0000034750,,,
4059,SOUTHCOAST COMMUNITY BANK,30000-0000034774,,,
4060,GRAND BANK OF FLORIDA,30000-0000034776,,,
4062,FIRST TRUST BANK OF ILLINOIS,30000-0000034778,,,
4063,SUN WEST BANK,30000-0000034785,Suncrest Bank,80692,81.16957982
4065,AMERICAN BUSINESS BANK,30000-0000034788,,,
4066,HORIZONS BANK,30000-0000034794,Horizon Bank,1951,93.82064827
4067,OLD FLORIDA BANK,30000-0000034801,,,
4069,GRANDSOUTH BANK,30000-0000034812,,,
4070,PENINSULA BANK OF CENTRAL FL,30000-0000034816,,,
4072,SOUTHERN COMMUNITY BANK,30000-0000034828,Southern Community Bank & Trust,8348,87.61721482
4073,PACIFICA BANK,30000-0000034829,,,
4074,NORTH AMERICAN BANKING COMPANY,30000-0000034836,,,
4076,THE COMMUNITY BANK OF EAST TN,30000-0000034847,Community Bank & Trust,1005,81.63073008
4078,FIRST TRUST BANK,30000-0000034864,Firstrust Bank,1618,91.67818
4080,FLORIDA CITIZENS BANK,30000-0000034869,,,
4081,LAKESIDE COMMUNITY BANK,30000-0000034878,,,
4082,NEW FRONTIER BANK,30000-0000034881,Frontier Bank,1681,80.34451098
4083,THE BUSINESS BANK OF BATON ROU,30000-0000034886,,,
4085,BANK OF DAVIE,30000-0000034903,,,
4087,LEGENDS BANK,30000-0000034936,Legends Bank,84655,100
4088,HOPEWELL VALLEY COMMUNITY BANK,30000-0000034942,Hopewell Valley Community Bank,93805,100
4089,COMMUNITY SHORES BANK,30000-0000034944,,,
4090,NORTHPOINTE BANK,30000-0000034953,,,
4092,CLARKSTON STATE BANK,30000-0000034957,,,
4093,THE ARLINGTON BANK,30000-0000034977,,,
4094,SYNERGY BANK,30000-0000034978,,,
4095,FRONTENAC BANK,30000-0000034986,Frontenac Bank,27662,100
4096,BANK OF WAUSAU,30000-0000035016,,,
4097,COMMUNITY BANK OF THE SOUTH,30000-0000035036,Community South Bank,45435,80.20834771
4098,1ST CHOICE BANK,30000-0000035048,First Choice Bank,10647,100
4099,TRANSCAPITAL BANK,30000-0000035050,,,
4100,PENNSYLVANIA BUSINESS BANK,30000-0000035071,,,
4101,STONEBRIDGE BANK,30000-0000035077,,,
4102,GULFSTREAM BUSINESS BANK,30000-0000035092,,,
4103,TOWNEBANK,30000-0000035095,Paragon Bank,34423,100
4104,PARAGON COMMERCIAL BANK,30000-0000035100,,,
4105,HOMETOWNE HERITAGE BANK,30000-0000035104,,,
4106,RELIANCE BANK,30000-0000035123,Reliance Bank,8119,100
4107,COMMUNITY COMMERCIAL BANK,30000-0000035132,,,
4108,SEATTLE SAVINGS BANK,30000-0000035139,,,
4109,BOARDWALK BANK,30000-0000035143,,,
4110,BOUNDARY WATERS COMMUNITY BANK,30000-0000035172,,,
4111,FIRST INDEPENDENT BANK OF NV,30000-0000035202,First Independent Bank Of NV,93176,100
4112,THE LEGACY BANK OF HARRISBURG,30000-0000035204,,,
4113,FIRSTBANK OF ADAMS COUNTY,30000-0000035273,,,
4114,RAINIER PACIFIC BANK,30000-0000038129,,,
4115,SOUTH ADAMS SAVINGS BANK,30000-0000090140,South Adams Savings Bank,62156,100
4117,ATHOL SAVINGS BANK,30000-0000090146,,,
4118,NORTH MIDDLESEX SAVINGS BANK,30000-0000090147,Middlesex Savings Bank,2589,82.38042769
4119,BARRE SAVINGS BANK,30000-0000090148,Cabarrus Bank,763,82.33574524
4120,HYDE PARK SAVINGS BANK,30000-0000090160,Hyde Park Savings Bank,1967,100
4121,BRIDGEWATER SAVINGS BANK,30000-0000090169,Bridgewater Savings Bank,634,100
4123,CAMBRIDGEPORT BANK,30000-0000090172,,,
4124,EAST CAMBRIDGE SAVINGS BANK,30000-0000090173,East Cambridge Savings Bank,1284,100
4125,THE BANK OF CANTON,30000-0000090175,,,
4126,CHICOPEE SAVINGS BANK,30000-0000090179,,,
4127,CLINTON SAVINGS BANK,30000-0000090181,Clinton Savings Bank,18236,100
4128,MIDDLESEX SAVINGS BANK,30000-0000090183,Middlesex Savings Bank,2589,100
4129,DANVERS SAVINGS BANK,30000-0000090185,Farmers Savings Bank,10569,82.15734422
4130,EAST BRIDGEWATER SAVINGS BANK,30000-0000090187,Bridgewater Savings Bank,634,86.39223019
4131,EASTHAMPTON SAVINGS BANK,30000-0000090188,,,
4133,CITIZENS-UNION SAVINGS BANK,30000-0000090196,Citizens Savings Bank,45352,86.84423323
4134,FOXBOROUGH SAVINGS BANK,30000-0000090198,Foxborough Savings Bank,1649,100
4135,METROWEST BANK,30000-0000090199,,,
4136,BENJAMIN FRANKLIN SAVINGS BANK,30000-0000090200,,,
4137,GEORGETOWN SAVINGS BANK,30000-0000090202,Georgetown Savings Bank,46292,100
4138,CAPE ANN SAVINGS BANK,30000-0000090203,Cape Ann Savings Bank,45191,100
4139,PENTUCKET BANK,30000-0000090208,,,
4140,HINGHAM INSTITUTION FOR SAVING,30000-0000090211,Hingham Institute For Savings,11064,90.78366973
4142,HUDSON SAVINGS BANK,30000-0000090215,Monson Savings Bank,94789,80.66620599
4143,IPSWICH SAVINGS BANK,30000-0000090216,,,
4145,THE LOWELL FIVE CENT SAVINGS B,30000-0000090227,Lowell Five Cent Savings Bank,11524,94.53084482
4146,WASHINGTON SAVINGS BANK,30000-0000090229,,,
4147,MARBLEHEAD SAVINGS BANK,30000-0000090234,,,
4148,MARLBOROUGH SAVINGS BANK,30000-0000090235,Foxborough Savings Bank,1649,80.73713689
4149,STRATA BANK,30000-0000090238,,,
4150,MERRIMAC SAVINGS BANK,30000-0000090240,Merrimack County Savings Bank,94675,80.4228672
4151,MONSON SAVINGS BANK,30000-0000090245,Monson Savings Bank,94789,100
4152,INSTITUTION FOR SAVINGS,30000-0000090250,Institution For Savings,28100,100
4153,THE NEWBURYPORT FIVE CENT,30000-0000090251,,,
4154,NORTH BROOKFIELD SAVINGS BANK,30000-0000090258,North Brookfield Savings Bank,138110,100
4155,NORTH EASTON SAVINGS BANK,30000-0000090259,,,
4156,CITY SAVINGS BANK,30000-0000090265,C&G Savings Bank,44992,81.76402975
4157,RANDOLPH SAVINGS BANK,30000-0000090270,Randolph Savings Bank,16318,100
4158,GRANITE SAVINGS BANK,30000-0000090273,Maine Savings Bank,104432,80.64845972
4159,SPENCER SAVINGS BANK,30000-0000090282,Spencer Savings Bank,8365,100
4160,HAMPDEN SAVINGS BANK,30000-0000090283,,,
4161,STONEHAM SAVINGS BANK,30000-0000090286,Stoneham Savings Bank,8429,100
4162,UNIBANK FOR SAVINGS,30000-0000090290,,,
4164,WEBSTER FIVE CENTS SAVINGS BAN,30000-0000090297,Webster Five Bank,71773,98.31401145
4165,WESTBOROUGH BANK,30000-0000090299,,,
4166,WESTFIELD SAVINGS BANK,30000-0000090300,,,
4167,WORONOCO SAVINGS,30000-0000090301,,,
4168,SOUTH SHORE SAVINGS BANK,30000-0000090303,South Shore Savings Bank,8347,100
4169,WINCHESTER SAVINGS BANK,30000-0000090308,,,
4170,BAY STATE SAVINGS BANK,30000-0000090311,Bay State Savings Bank,44889,100
4171,FIRST COMMUNITY INDUSTRIAL BK,30000-0000090634,,,
4173,BANKNORTH MORTGAGE CORP,303-0-03-0284484,,,
4174,SALEM FIVE MORTGAGE CORP,304-2-04-2876549,,,
4175,OLD COLONY MORTGAGE CORPORATIO,304-3-04-3120399,,,
4177,ULSTER HOME MORTGAGE,306-1-06-1507684,Sumner Home Mortgage,89935,81.04940636
4178,ROSLYN NATIONAL MORTGAGE CORP.,311-3-11-3261220,Old National Mortgage,161820,89.83216837
4179,GREENPOINT MORTGAGE FUNDING,313-3-13-3210378,,,
4180,EMIGRANT MORTGAGE COMPANY,313-3-13-3432069,First Mortgage Co,1570,80.39067889
4181,EMIGRANT FUNDING CORPORATION,313-3-13-3465439,,,
4182,AMERICAN PROPERTY FINANCING,313-3-13-3804500,BuyRial.com,157232,82.13948771
4183,"EMIGRANT MORTGAGE, LLC",313-4-13-4089680,Heritage Home Loans,149152,86.52249422
4184,TOWNE CENTER MORTGAGE CO INC,322-3-22-3511262,,,
4185,FTM MORTGAGE COMPANY,323-2-23-2834903,MGM MORTGAGE CO,2424,87.30987774
4186,PV FINANCIAL SERVICE,325-1-25-1238830,KG Financial,37538,87.12307403
4187,LENOX MORTGAGE CORP,331-1-31-1662146,Flex Mortgage Corp,1410,90.06984623
4188,"GREENPOINT CREDIT, LLC",333-0-33-0862379,Jora Credit,196010,81.73320055
4189,"GREENPOINT CREDIT, LLC OF MS",333-0-33-0875033,,,
4190,GN MORTGAGE,336-3-36-3913158,CNN Mortgage,146061,82.65155657
4191,TOWN & COUNTRY BANC MORTGAGE,337-1-37-1072798,,,
4192,REPUBLIC BANC MORTGAGE CORP,338-2-38-2769122,,,
4193,INDEPENDENT MTG. CO. CENTRAL,338-3-38-3394926,,,
4194,INDEPENDENT MTG. CO. WEST MI.,338-3-38-3394955,,,
4195,INDEPENDENT MTG. CO EAST MI.,338-3-38-3394999,,,
4196,INDEPENDENT MTG. CO. SOUTH MI.,338-3-38-3395567,,,
4197,MAIN STREET FINANCIAL SERVICES,339-1-39-1780416,,,
4198,GB HOME EQUITY,339-1-39-1801203,Associates Home Eqty Svc,322,81.39144987
4199,"SHELTER MORTGAGE COMPANY, LLC",339-1-39-1856165,Oak Mortgage Co,85398,86.46172832
4200,EQUALITY MORTGAGE CORPORATION,343-1-43-1270229,Ivy Mortgage,2003,82.26759176
4201,SECURITY MORTGAGE CORPORATION,346-1-46-1392285,Priority Mortgage,42925,84.33323582
4202,"CAPITAL CITY MORTGAGE CO., INC",348-1-48-1086663,,,
4203,PROVIDENT MORTGAGE CORP,352-1-52-1792985,Point Mortgage,219839,89.23970255
4204,1ST MARINER MORTGAGE CORP,352-1-52-1935056,,,
4205,CARROLLTON MORTGAGE SERVICES,352-2-52-2056368,,,
4206,PARKVALE MORTGAGE CORPORATION,354-0-54-0975669,,,
4207,C & F MORTGAGE CORPORATION,354-1-54-1773964,GSF Mortgage,46255,89.91782254
